"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"238002_at",1.26315136386426,11.3965298958085,5.94061331618566,3.50673647774731e-07,4.23261484269385e-06,6.26106865739681,"GOLIM4","golgi integral membrane protein 4"
"207173_x_at",1.71409140426244,10.964334667234,5.93972643055982,3.51749758097844e-07,4.24317043436081e-06,6.25806291581971,"CDH11","cadherin 11"
"1556039_s_at",1.99044371905656,6.9452092837234,5.93887277648981,3.52788652441101e-07,4.25083064332294e-06,6.2551698504877,"GPR173","G protein-coupled receptor 173"
"200869_at",1.28581085882353,13.4823856268085,5.93892930069439,3.52719768296261e-07,4.25083064332294e-06,6.25536141155911,"RPL18A","ribosomal protein L18a"
"209019_s_at",-1.88111964044118,10.3880558273404,-5.93742926169869,3.54552362083921e-07,4.26963799877948e-06,6.25027783989261,"PINK1","PTEN induced kinase 1"
"217839_at",0.750258062199093,10.7869897249362,5.93689001931217,3.55213467433811e-07,4.27515351028115e-06,6.24845040725439,"TFG","trafficking from ER to golgi regulator"
"203462_x_at",0.997425169361987,10.6495900113404,5.93512164645912,3.57390098929953e-07,4.29889233284315e-06,6.24245772932306,"EIF3B","eukaryotic translation initiation factor 3 subunit B"
"203069_at",-1.81616538158824,10.9432013145957,-5.9319806141729,3.61289089095284e-07,4.34330972327568e-06,6.23181390700586,"SV2A","synaptic vesicle glycoprotein 2A"
"228027_at",-1.47278494537104,10.8136134164255,-5.93028886213602,3.63406595629897e-07,4.36627216781354e-06,6.22608145657447,"GPRASP2","G protein-coupled receptor associated sorting protein 2"
"228027_at",-1.47278494537104,10.8136134164255,-5.93028886213602,3.63406595629897e-07,4.36627216781354e-06,6.22608145657447,"ARMCX5-GPRASP2","ARMCX5-GPRASP2 readthrough"
"219081_at",2.22613218159502,6.71036217891489,5.92990515951699,3.63888579403119e-07,4.36956907954116e-06,6.22478131976096,"ANKHD1","ankyrin repeat and KH domain containing 1"
"213531_s_at",-0.926496815520361,11.6678496095745,-5.9296335517796,3.64230141150461e-07,4.37117700753546e-06,6.22386101114659,"RAB3GAP1","RAB3 GTPase activating protein catalytic subunit 1"
"204199_at",-2.3594410879819,8.79840827870213,-5.92886314298078,3.65200710802489e-07,4.37877101537751e-06,6.22125060609441,"RALGPS1","Ral GEF with PH domain and SH3 binding motif 1"
"204407_at",1.92447955157918,6.55328393242553,5.9288011276926,3.65278950261421e-07,4.37877101537751e-06,6.22104047917646,"TTF2","transcription termination factor 2"
"209665_at",1.33229781178733,6.93798878755319,5.92858486964555,3.65551915406011e-07,4.37954912879711e-06,6.22030773234475,"CYB561D2","cytochrome b561 family member D2"
"209761_s_at",2.32558356284389,7.146156311,5.92618384058783,3.68596221486832e-07,4.41297073004173e-06,6.21217254988014,"SP110","SP110 nuclear body protein"
"55081_at",2.06036163215385,6.72166863604255,5.92605457639955,3.68760832025815e-07,4.41297073004173e-06,6.21173458761745,"MICALL1","MICAL like 1"
"204681_s_at",-2.7136421414276,9.27873670717021,-5.92530301951679,3.69719347680751e-07,4.42192742538626e-06,6.2091882479034,"RAPGEF5","Rap guanine nucleotide exchange factor 5"
"206128_at",-1.42531114481448,5.48964154514894,-5.92478832214504,3.7037720983998e-07,4.42476746148217e-06,6.20744443168866,"ADRA2C","adrenoceptor alpha 2C"
"228095_at",1.48856502219683,10.3110313929149,5.92490672948694,3.70225763950943e-07,4.42476746148217e-06,6.20784559905724,"PHF14","PHD finger protein 14"
"202020_s_at",-1.40326152533711,11.6572007135532,-5.92454357838476,3.70690438649826e-07,4.42599758002203e-06,6.20661523615844,"LANCL1","LanC like glutathione S-transferase 1"
"218912_at",1.33980321680543,8.21974411440426,5.92422939460956,3.71092925082062e-07,4.42629397445943e-06,6.20555078301946,"GCC1","GRIP and coiled-coil domain containing 1"
"226018_at",-2.63208033744796,10.9371102597021,-5.92419593595417,3.71135813060375e-07,4.42629397445943e-06,6.20543742566483,"MTURN","maturin, neural progenitor differentiation regulator homolog"
"212242_at",-2.394764598681,9.33601089259574,-5.92391042582539,3.71501986494945e-07,4.4281522172812e-06,6.20447012543007,"TUBA4A","tubulin alpha 4a"
"224944_at",2.05814341098416,10.8882142752553,5.92332943635125,3.72248230284525e-07,4.43453607667756e-06,6.2025017673395,"TMPO","thymopoietin"
"225354_s_at",-2.8714414011448,8.34917788212766,-5.92069706647262,3.75648085659944e-07,4.47250690222953e-06,6.19358375301931,"SH3BGRL2","SH3 domain binding glutamate rich protein like 2"
"226203_at",-1.59817331844345,10.0265348150851,-5.91911644480089,3.77704386023259e-07,4.49444732944579e-06,6.18822911637811,"MYO9A","myosin IXA"
"235342_at",-5.18815922924887,7.67101965959574,-5.91839448299569,3.78647342831297e-07,4.50312235401062e-06,6.18578340171948,"SPOCK3","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"
"232195_at",-3.37152597063349,9.84838444361702,-5.91271002452771,3.86154179609861e-07,4.58980546628322e-06,6.1665280567317,"GPR158","G protein-coupled receptor 158"
"204777_s_at",-4.61379658264253,7.21114772317021,-5.91144061301814,3.8785068674183e-07,4.60736848527963e-06,6.16222841127507,"MAL","mal, T cell differentiation protein (MAL blood group)"
"225338_at",-1.28125273735747,11.1154709014255,-5.90976636861229,3.90099586181913e-07,4.63146998822858e-06,6.15655772699333,"ZYG11B","zyg-11 family member B, cell cycle regulator"
"214597_at",-3.16810581735068,4.68233807504255,-5.9093057963816,3.90720515460373e-07,4.63622708593058e-06,6.15499779925859,"SSTR2","somatostatin receptor 2"
"222623_s_at",1.03842179443891,10.5979060712979,5.90897594115412,3.91165820721433e-07,4.6388960710908e-06,6.15388061080636,"ZNF639","zinc finger protein 639"
"219030_at",1.52630521974886,10.2272081155745,5.90775120816604,3.9282363821101e-07,4.65593332451676e-06,6.14973262491674,"TPRKB","TP53RK binding protein"
"213455_at",2.74890399222624,8.21786347197872,5.90724949426112,3.93504783877298e-07,4.65614148432666e-06,6.14803342697091,"FAM114A1","family with sequence similarity 114 member A1"
"213905_x_at",2.34087555412217,8.90323110125532,5.90733668746486,3.93386322742952e-07,4.65614148432666e-06,6.1483287304376,"BGN","biglycan"
"214526_x_at",1.01819576117873,8.800743494,5.90740877847743,3.93288406335727e-07,4.65614148432666e-06,6.14857288664832,"PMS2P1","PMS1 homolog 2, mismatch repair system component pseudogene 1"
"213034_at",-1.66101811831222,10.9505872981277,-5.90466390466458,3.97033766185134e-07,4.69525886415566e-06,6.13927687641686,"SIK3","SIK family kinase 3"
"203249_at",-1.51286174159502,8.82933395357447,-5.90423172991743,3.97626692283471e-07,4.69963047308651e-06,6.1378132886067,"EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit"
"212554_at",-2.37845308221493,10.3903433577872,-5.9017840104093,4.01001536588241e-07,4.73685877956368e-06,6.12952418473888,"CAP2","cyclase associated actin cytoskeleton regulatory protein 2"
"214033_at",2.0125917748371,5.15831597882979,5.90015586968886,4.03262146345926e-07,4.76089073504304e-06,6.12401079401481,"ABCC6","ATP binding cassette subfamily C member 6"
"214033_at",2.0125917748371,5.15831597882979,5.90015586968886,4.03262146345926e-07,4.76089073504304e-06,6.12401079401481,"ABCC6P1","ATP binding cassette subfamily C member 6 pseudogene 1"
"214033_at",2.0125917748371,5.15831597882979,5.90015586968886,4.03262146345926e-07,4.76089073504304e-06,6.12401079401481,"ABCC6P2","ATP binding cassette subfamily C member 6 pseudogene 2"
"224806_at",1.5041610230724,8.68536550446809,5.89984022181145,4.03701877067911e-07,4.76341060105355e-06,6.12294193462355,"TRIM25","tripartite motif containing 25"
"211185_s_at",0.814611801945695,12.4495236531915,5.89887330582537,4.05051865737706e-07,4.77666205813934e-06,6.11966777074821,"SF3B1","splicing factor 3b subunit 1"
"225523_at",1.17525237274887,10.4022498242128,5.89801293058892,4.0625688241583e-07,4.78819001951469e-06,6.1167544320978,"CCDC142","coiled-coil domain containing 142"
"225523_at",1.17525237274887,10.4022498242128,5.89801293058892,4.0625688241583e-07,4.78819001951469e-06,6.1167544320978,"MRPL53","mitochondrial ribosomal protein L53"
"219523_s_at",-3.4505438340543,4.20449946651064,-5.89644224954571,4.08465944481439e-07,4.81153225032697e-06,6.11143604915011,"TENM3","teneurin transmembrane protein 3"
"215229_at",-1.59375641668778,2.93019220314894,-5.89601670840978,4.09066496732323e-07,4.81591149676477e-06,6.10999518271896,"CERNA1","competing endogenous lncRNA 1 for miR-4707-5p and miR-4767"
"219413_at",-1.122026993181,5.47379988031915,-5.89476551210381,4.1083736539454e-07,4.83405619986309e-06,6.10575875602129,"ACBD4","acyl-CoA binding domain containing 4"
"34858_at",-1.4152897507534,9.03133515687234,-5.89272015706383,4.13748687875264e-07,4.86559211160576e-06,6.09883363569027,"KCTD2","potassium channel tetramerization domain containing 2"
"214217_at",-4.8600913903552,6.9195747793617,-5.88732831320735,4.21522142707805e-07,4.95423847236141e-06,6.08057953151301,"GRM5","glutamate metabotropic receptor 5"
"1553420_at",-1.43715753253394,2.84167231817021,-5.88708690063669,4.2187356870626e-07,4.95560190918904e-06,6.07976227915663,"SATB2-AS1","SATB2 antisense RNA 1"
"212322_at",1.23160829835746,9.44856000514894,5.88669715116964,4.22441545374241e-07,4.95950615177232e-06,6.07844287208932,"SGPL1","sphingosine-1-phosphate lyase 1"
"212900_at",1.28277799943665,10.4838999511915,5.88212279986004,4.29164848697067e-07,5.03562991364173e-06,6.06295830956537,"SEC24A","SEC24 homolog A, COPII component"
"203656_at",-1.57539381771267,8.73461344061702,-5.88107880275855,4.30714164572729e-07,5.05099340627072e-06,6.05942451220271,"FIG4","FIG4 phosphoinositide 5-phosphatase"
"202788_at",1.43633611257239,8.73040831759574,5.8805035416979,4.31570242945842e-07,5.05540857963942e-06,6.05747736179488,"MAPKAPK3","MAPK activated protein kinase 3"
"208678_at",-1.36150627416516,11.0641919007021,-5.88050304408142,4.31570984209598e-07,5.05540857963942e-06,6.05747567746756,"ATP6V1E1","ATPase H+ transporting V1 subunit E1"
"218838_s_at",1.46007837226923,8.07691721482979,5.88026303257229,4.31928659976385e-07,5.05678436735423e-06,6.05666329107446,"TTC31","tetratricopeptide repeat domain 31"
"222896_at",-3.32424927884163,6.31297883602128,-5.8800917793396,4.3218404947437e-07,5.05696177956391e-06,6.05608363904528,"TMEM38A","transmembrane protein 38A"
"218709_s_at",1.20871929682126,9.60627133319149,5.87982437730067,4.32583126038729e-07,5.05881933506403e-06,6.05517855028306,"IFT52","intraflagellar transport 52"
"204886_at",2.00305416712669,5.58615502659574,5.87736039275622,4.36277734231811e-07,5.09919284041068e-06,6.04683883559766,"PLK4","polo like kinase 4"
"209570_s_at",-3.17631348885973,8.64274381608511,-5.87466473937676,4.40355700587017e-07,5.14399972106366e-06,6.0377155309872,"NSG1","neuronal vesicle trafficking associated 1"
"217784_at",1.35152063052714,9.17513846865957,5.87409421704643,4.41223635393081e-07,5.15127982530469e-06,6.03578469737489,"YKT6","YKT6 vesicular SNARE protein"
"223572_at",-4.52619922504525,4.84126231087234,-5.87340004546005,4.42281974077224e-07,5.16077358887227e-06,6.03343542777823,"HHATL","hedgehog acyltransferase like"
"204736_s_at",3.45454954813348,7.7667059256383,5.87270362586019,4.43346278975809e-07,5.17032641132453e-06,6.03107858717961,"CSPG4","chondroitin sulfate proteoglycan 4"
"230327_at",-1.21205002093213,6.65556806965957,-5.87248968127628,4.43673751831843e-07,5.17128044078643e-06,6.0303545580038,"LOC730098","uncharacterized LOC730098"
"228597_at",1.94456610046606,9.19794959659574,5.87081019818709,4.46252818043154e-07,5.19846254554975e-06,6.02467098911285,"MIS18A","MIS18 kinetochore protein A"
"32723_at",1.10577969442987,7.85047030631915,5.86963886956983,4.48060373313112e-07,5.21663211185897e-06,6.02070720257794,"CSTF1","cleavage stimulation factor subunit 1"
"208921_s_at",1.08784426447964,12.8002408385106,5.86844012710365,4.49917777415463e-07,5.23536164433139e-06,6.01665075617625,"SRI","sorcin"
"218802_at",3.08698284180769,8.51004412355319,5.86663303200308,4.52732293059919e-07,5.26520152978524e-06,6.01053590275769,"MCUB","mitochondrial calcium uniporter dominant negative subunit beta"
"212297_at",1.40812361773755,10.5941907977021,5.86331828065594,4.57940580490133e-07,5.32283225804379e-06,5.99932009163227,"ATP13A3","ATPase 13A3"
"224761_at",0.860682698755658,12.6371150682979,5.86297430428092,4.58484454996044e-07,5.32621290158208e-06,5.99815625983594,"GNA13","G protein subunit alpha 13"
"212731_at",-1.54184001246381,10.8023460298085,-5.86174220150923,4.60437861364146e-07,5.34595531258426e-06,5.99398755919042,"ANKRD46","ankyrin repeat domain 46"
"47560_at",-2.05251578556109,9.659978602,-5.85947828978493,4.64048739332433e-07,5.38490957163601e-06,5.98632813947752,"ADGRL1","adhesion G protein-coupled receptor L1"
"213969_x_at",0.846341284366513,13.5644032242553,5.85905767431846,4.64722707248699e-07,5.38975922180998e-06,5.98490512855102,"RPL29","ribosomal protein L29"
"206152_at",-3.12568046873077,6.20219211638298,-5.85819642740399,4.66105756278927e-07,5.39858663651288e-06,5.98199143230459,"AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
"213666_at",-2.74642612751358,8.11660595174468,-5.85810474282663,4.66253230649901e-07,5.39858663651288e-06,5.98168125635461,"SEPTIN6","septin 6"
"243506_at",-2.72791660802715,3.96814363221277,-5.8581407143603,4.66195365010201e-07,5.39858663651288e-06,5.98180295073105,"AKAIN1","A-kinase anchor inhibitor 1"
"203498_at",-4.01066709961539,9.86714372808511,-5.8574680820382,4.67278579181076e-07,5.40748438249678e-06,5.97952740219085,"RCAN2","regulator of calcineurin 2"
"226060_at",1.6958789050543,6.27532631719149,5.85664166053558,4.68612886758111e-07,5.41994575069134e-06,5.97673162551184,"RFT1","RFT1 glycolipid translocator homolog"
"222682_s_at",1.60146144418326,7.69732241029787,5.85610462921428,4.69481988155304e-07,5.4270158433109e-06,5.974914881844,"FAM114A2","family with sequence similarity 114 member A2"
"203098_at",0.993862279509049,9.18537406165957,5.85285558776437,4.74774368060832e-07,5.48518136535703e-06,5.96392405707736,"CDYL","chromodomain Y like"
"1557638_at",-3.49547623360407,3.52138791293617,-5.84964899057508,4.80055814485043e-07,5.54315682661007e-06,5.95307762450572,"LOC101929748","uncharacterized LOC101929748"
"203273_s_at",-1.22669822772625,8.98083569053192,-5.84874046607016,4.81562805941475e-07,5.55750935584871e-06,5.95000465424721,"TUSC2","tumor suppressor 2, mitochondrial calcium regulator"
"218389_s_at",1.31767441077601,10.4389400729574,5.84751464961682,4.83603560359672e-07,5.57800270990197e-06,5.9458585870069,"APH1A","aph-1A gamma-secretase subunit"
"211487_x_at",0.572177324886873,14.5146316108511,5.84624292198098,4.85729843682154e-07,5.59945958899745e-06,5.94155736037458,"RPS17","ribosomal protein S17"
"210240_s_at",-3.09736865730543,6.72122180093617,-5.84377561250485,4.89881664577219e-07,5.64423045394113e-06,5.93321281232718,"CDKN2D","cyclin dependent kinase inhibitor 2D"
"228016_s_at",-0.655625603398191,3.17024648229787,-5.84280191570704,4.9152983602579e-07,5.66012201769304e-06,5.92991986042336,"MMP24","matrix metallopeptidase 24"
"220091_at",-1.68659756849548,6.72315417617021,-5.84032517259504,4.95747115405766e-07,5.70556412208386e-06,5.921544086139,"SLC2A6","solute carrier family 2 member 6"
"227634_at",-2.22009021514027,6.09040818102128,-5.83950437614997,4.97152655766347e-07,5.71861388190252e-06,5.91876844975719,"STK32C","serine/threonine kinase 32C"
"200673_at",0.78307808303167,13.1733941421277,5.83907648325385,4.97886955594901e-07,5.72393250424504e-06,5.91732149226996,"LAPTM4A","lysosomal protein transmembrane 4 alpha"
"235758_at",-2.74952168240725,7.81052695308511,-5.83887279430365,4.98236881809089e-07,5.72482880026274e-06,5.91663270530333,"PNMA6A","PNMA family member 6A"
"204042_at",-2.29442168702489,10.5649881373404,-5.83636834451342,5.02559440103675e-07,5.76439201986268e-06,5.90816402284023,"WASF3","WASP family member 3"
"211499_s_at",-1.59335509761991,7.72104732153192,-5.83624373893783,5.02775474986597e-07,5.76439201986268e-06,5.90774268792175,"MAPK11","mitogen-activated protein kinase 11"
"212018_s_at",1.09015051850452,10.7151458362553,5.83644459868463,5.02427280012716e-07,5.76439201986268e-06,5.90842186540854,"RSL1D1","ribosomal L1 domain containing 1"
"219724_s_at",-2.10578168374208,4.3024585733617,-5.83635533421561,5.02581992384982e-07,5.76439201986268e-06,5.90812003042652,"TESPA1","thymocyte expressed, positive selection associated 1"
"213428_s_at",1.9418645515724,11.4560288965532,5.83461411228566,5.05609360615727e-07,5.79372729502507e-06,5.90223246660977,"COL6A1","collagen type VI alpha 1 chain"
"235375_x_at",-3.9471602092715,5.56195610334043,-5.83306332778322,5.08320897600085e-07,5.8194256383209e-06,5.89698903105078,"TTC9B","tetratricopeptide repeat domain 9B"
"55065_at",-1.21430250876245,9.82151320553191,-5.83301540024267,5.08404928687513e-07,5.8194256383209e-06,5.89682698391876,"MARK4","microtubule affinity regulating kinase 4"
"242081_at",-1.24931921598643,4.26331388159574,-5.83209182057314,5.10026937778238e-07,5.8348190436043e-06,5.89370431791909,"ACAP1","ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
"204799_at",2.0324186428914,5.56923914931915,5.83150015156044,5.11068743353081e-07,5.84038927664622e-06,5.89170389355597,"ZBED4","zinc finger BED-type containing 4"
"219264_s_at",2.66359448788688,6.39999700521277,5.83162216065105,5.10853737680033e-07,5.84038927664622e-06,5.89211640220883,"PPP2R3B","protein phosphatase 2 regulatory subunit B''beta"
"225578_at",-1.64464931683937,10.233236007383,-5.8310177891555,5.11919649274781e-07,5.84693902183079e-06,5.89007305419065,"MZT1","mitotic spindle organizing protein 1"
"205133_s_at",0.813718066334836,12.0324831248936,5.83012527520067,5.13497796951451e-07,5.86178341964645e-06,5.8870555658234,"HSPE1","heat shock protein family E (Hsp10) member 1"
"229139_at",-3.67550792760407,6.24079640240426,-5.82979503893066,5.14082948418238e-07,5.86528241962271e-06,5.88593909083001,"JPH1","junctophilin 1"
"205911_at",-1.89046790845475,5.60014346278723,-5.8295332097089,5.14547359704448e-07,5.86740082436546e-06,5.8850538951956,"PTH1R","parathyroid hormone 1 receptor"
"212077_at",1.4338912809276,12.2165611165957,5.82764201236205,5.17914229903569e-07,5.90259585244728e-06,5.87866027579323,"CALD1","caldesmon 1"
"227313_at",1.59406175444118,7.81992620740426,5.82548293826684,5.21784799382866e-07,5.9434902743557e-06,5.87136139399585,"CNPY4","canopy FGF signaling regulator 4"
"214051_at",2.68688254859502,7.91150156504255,5.82480037065126,5.23014414297292e-07,5.95427442993942e-06,5.86905401149789,"TMSB15B","thymosin beta 15B"
"219246_s_at",0.844422599160632,6.52536979721277,5.82415498983853,5.24179690211646e-07,5.96431485348927e-06,5.8668723719156,"OGFOD2","2-oxoglutarate and iron dependent oxygenase domain containing 2"
"219689_at",-2.66322448534163,4.98519345751064,-5.82299183511784,5.26286365937052e-07,5.98505024471904e-06,5.86294053991468,"SEMA3G","semaphorin 3G"
"228720_at",-2.36400244980543,6.84200313014894,-5.82239579688946,5.27369156854032e-07,5.99412567590571e-06,5.86092578446272,"SORCS2","sortilin related VPS10 domain containing receptor 2"
"214096_s_at",1.56739841995927,10.4837203937021,5.82171506818385,5.28608511714763e-07,6.00496987134148e-06,5.85862478999324,"SHMT2","serine hydroxymethyltransferase 2"
"224539_s_at",-1.85070144559955,2.74937281285106,-5.82146759776095,5.29059781499243e-07,6.00685458498332e-06,5.85778830158735,"PCDHAC2","protocadherin alpha subfamily C, 2"
"216377_x_at",-1.25691381817647,2.6527284443617,-5.82058904766293,5.30664941822435e-07,6.01858675935466e-06,5.85481870656811,"ALPG","alkaline phosphatase, germ cell"
"227566_at",-2.50271058490498,10.5396262368936,-5.82065722211458,5.30540210070624e-07,6.01858675935466e-06,5.8550491413741,"NTM","neurotrimin"
"218423_x_at",1.19277196878507,9.22215726338298,5.81758895476833,5.36182887927243e-07,6.07789434080155e-06,5.84467854373386,"VPS54","VPS54 subunit of GARP complex"
"218459_at",1.64938913321267,8.30317720548936,5.81671230010806,5.37806032213276e-07,6.0930123671095e-06,5.8417156350317,"TOR3A","torsin family 3 member A"
"202508_s_at",-4.20112734887783,11.4204711079149,-5.81570681389034,5.39673729985846e-07,6.11088327929105e-06,5.83831738077795,"SNAP25","synaptosome associated protein 25"
"205737_at",-4.47565351113349,8.59319778940426,-5.81485586460564,5.41259414415891e-07,6.125543372825e-06,5.83544148216067,"KCNQ2","potassium voltage-gated channel subfamily Q member 2"
"223923_at",4.1869990489457,5.65705904625532,5.81304198189528,5.44654944045788e-07,6.16065909304881e-06,5.8293114192913,"EPCIP","exosomal polycystin 1 interacting protein"
"228186_s_at",-2.72266544843439,3.5569354086383,-5.81271001768831,5.45278660255255e-07,6.16440161029705e-06,5.82818956729924,"RSPO3","R-spondin 3"
"233972_s_at",-3.34169491061991,3.69587973806383,-5.81129184357288,5.47951230375016e-07,6.19129006945469e-06,5.82339704076899,"FEZF2","FEZ family zinc finger 2"
"212824_at",1.42318100997285,11.0909392813191,5.80875932745309,5.52756245843797e-07,6.24223120977035e-06,5.81483916294872,"FUBP3","far upstream element binding protein 3"
"205155_s_at",-2.73656399320362,5.81790721997872,-5.80600558579201,5.58028574301625e-07,6.29839221932933e-06,5.80553432684422,"SPTBN2","spectrin beta, non-erythrocytic 2"
"45714_at",-1.35332000330317,10.0657559823404,-5.80526078577804,5.5946314683958e-07,6.31120002195775e-06,5.80301777195481,"HCFC1R1","host cell factor C1 regulator 1"
"209794_at",-2.71180418268326,9.46336076780851,-5.80386545148347,5.62160606191993e-07,6.33823286574261e-06,5.7983032954825,"SRGAP3","SLIT-ROBO Rho GTPase activating protein 3"
"214930_at",-4.26459772915611,7.51935654404255,-5.80306963416372,5.63704868953915e-07,6.35224169779439e-06,5.79561450616948,"SLITRK5","SLIT and NTRK like family member 5"
"243816_at",1.95749999818326,6.59324356331915,5.80211348289417,5.65565836900635e-07,6.36980249692796e-06,5.79238407471635,"ZNF70","zinc finger protein 70"
"210825_s_at",-0.918764151018102,14.2292955065957,-5.80032853938105,5.69056259750043e-07,6.40568677419166e-06,5.78635371009412,"PEBP1","phosphatidylethanolamine binding protein 1"
"201095_at",1.44662280950452,8.68463321546809,5.79896911032792,5.71728963272477e-07,6.43167680409714e-06,5.78176111031526,"DAP","death associated protein"
"217185_s_at",2.08868274842307,6.95922749029787,5.79884367756966,5.71976198445124e-07,6.43167680409714e-06,5.78133736494516,"ZPR1","ZPR1 zinc finger"
"217185_s_at",2.08868274842307,6.95922749029787,5.79884367756966,5.71976198445124e-07,6.43167680409714e-06,5.78133736494516,"ZPR1P1","ZPR1 pseudogene 1"
"229828_at",0.899596153081449,9.4151470363617,5.79790175115574,5.73836190299586e-07,6.44914671959758e-06,5.77815532835395,"CDC73","cell division cycle 73"
"220551_at",-5.47463165311312,5.14478429306383,-5.79755289178234,5.74526597348553e-07,6.45346044513717e-06,5.77697682296828,"SLC17A6","solute carrier family 17 member 6"
"204578_at",-2.52777272766742,6.36642570678723,-5.79737412189925,5.74880710406934e-07,6.45399410883518e-06,5.77637291235729,"PPIP5K1","diphosphoinositol pentakisphosphate kinase 1"
"1557107_at",-3.71947286068552,4.05309786457447,-5.79630313573675,5.77006704381843e-07,6.47270429564748e-06,5.77275502235013,"SLC26A4-AS1","SLC26A4 antisense RNA 1"
"224408_at",-1.47456081615158,2.6386730886383,-5.79622491822338,5.77162278524006e-07,6.47270429564748e-06,5.77249080018719,"MCHR2","melanin concentrating hormone receptor 2"
"205878_at",-1.34674633377149,7.74490690646808,-5.79544099137379,5.78723810418882e-07,6.47827779762789e-06,5.76984268985147,"POU6F1","POU class 6 homeobox 1"
"206991_s_at",2.01888781861538,4.34969868238298,5.79545006152409,5.78705719256479e-07,6.47827779762789e-06,5.76987332858389,"CCR5","C-C motif chemokine receptor 5"
"226647_at",-2.16413319412896,6.12647032321277,-5.79560969846939,5.78387402266991e-07,6.47827779762789e-06,5.77041257918704,"TMEM25","transmembrane protein 25"
"229973_at",-4.25657337187104,6.51702794978723,-5.79535754032687,5.78890286809409e-07,6.47827779762789e-06,5.76956079470751,"ERICH3","glutamate rich 3"
"230883_at",-3.60022652604525,5.1089255426383,-5.79327740116677,5.83055379693525e-07,6.52142175480802e-06,5.76253433797378,"NXPH2","neurexophilin 2"
"217759_at",-1.36160890029865,11.3423102282128,-5.7913802936765,5.86879966608925e-07,6.55959212780458e-06,5.75612646108763,"TRIM44","tripartite motif containing 44"
"227644_at",-2.55412288739819,5.73999741034043,-5.7911218566762,5.87402905506491e-07,6.55959212780458e-06,5.75525355988317,"RIMS4","regulating synaptic membrane exocytosis 4"
"241919_x_at",-0.585953779346156,5.90289605344681,-5.79126992723131,5.87103232864517e-07,6.55959212780458e-06,5.7557536848091,"WDR31","WD repeat domain 31"
"202814_s_at",-1.03493765129638,10.6588364544468,-5.79006425230703,5.89547766937474e-07,6.5800532842173e-06,5.7516814368302,"HEXIM1","HEXIM P-TEFb complex subunit 1"
"221868_at",-3.62239314304299,7.50820209619149,-5.78865415839151,5.92419611163822e-07,6.60860244568015e-06,5.74691890768363,"PAIP2B","poly(A) binding protein interacting protein 2B"
"203018_s_at",-2.53125346676471,8.84709588985106,-5.78320479057356,6.03649354357948e-07,6.72318460806074e-06,5.72851551535855,"SSX2IP","SSX family member 2 interacting protein"
"206089_at",-4.30680607810181,5.32875839257447,-5.78323244661284,6.03591831283967e-07,6.72318460806074e-06,5.72860890780229,"NELL1","neural EGFL like 1"
"214394_x_at",0.816517765022619,13.5351117719149,5.78332729023023,6.03394603062856e-07,6.72318460806074e-06,5.72892918833746,"EEF1D","eukaryotic translation elongation factor 1 delta"
"214394_x_at",0.816517765022619,13.5351117719149,5.78332729023023,6.03394603062856e-07,6.72318460806074e-06,5.72892918833746,"EEF1DP1","eukaryotic translation elongation factor 1 delta pseudogene 1"
"226684_at",-1.38010166881448,9.23317305746808,-5.7829766910484,6.04123997065215e-07,6.72491281767465e-06,5.72774524228186,"ATG2B","autophagy related 2B"
"213791_at",-4.17568013240951,6.24805797697872,-5.78177027596393,6.06640555102023e-07,6.74935712732431e-06,5.72367135384798,"PENK","proenkephalin"
"201599_at",-1.18981201771493,12.5204119348936,-5.78011303875692,6.10114524622966e-07,6.78442194575459e-06,5.7180753097682,"OAT","ornithine aminotransferase"
"225564_at",1.62494676968552,10.3647314533191,5.77915709659117,6.1212740039709e-07,6.80321107621898e-06,5.71484745848974,"SPATA13","spermatogenesis associated 13"
"211928_at",-0.765143007171947,11.9167211219149,-5.77887994524706,6.12712216957257e-07,6.80611723849618e-06,5.71391163916058,"DYNC1H1","dynein cytoplasmic 1 heavy chain 1"
"222125_s_at",-1.22277692999095,10.155536594,-5.77773116826856,6.1514217969513e-07,6.8295057397587e-06,5.7100327909412,"P4HTM","prolyl 4-hydroxylase, transmembrane"
"242961_x_at",1.63711400260407,7.94487285923404,5.77626991884765,6.18246956162192e-07,6.86035763163635e-06,5.70509904450695,"RIGI","RNA sensor RIG-I"
"214246_x_at",-1.3220059159457,10.290210155617,-5.77601496031613,6.18790271494806e-07,6.86276881715788e-06,5.70423822437038,"MINK1","misshapen like kinase 1"
"222386_s_at",1.01627880028054,10.5320766890213,5.77442691700246,6.22185089028889e-07,6.89678574200005e-06,5.69887661854418,"COPZ1","coat protein complex I subunit zeta 1"
"211026_s_at",-2.1239733666629,10.2529683960638,-5.77365881896142,6.23833719121574e-07,6.91142094079428e-06,5.69628341876933,"MGLL","monoglyceride lipase"
"204020_at",-1.4577513785,11.6165789695957,-5.77322283720003,6.2477143348828e-07,6.91816868749516e-06,5.69481151006181,"PURA","purine rich element binding protein A"
